price,sqft_living,sqft_lot,sqft_above,yr_built,lat
575550,2060,7475,1440,1985,47.7272
259900,1490,7770,1490,1990,47.3686
450000,2120,8267,2120,1996,47.4885
487500,2810,6296,2810,2013,47.5019
275000,2400,17842,2400,1973,47.2866
305000,2460,5027,2460,2002,47.372
395000,2030,217800,2030,1977,47.2618
215000,880,7648,880,1940,47.1963
410000,1320,6000,1320,1920,47.5752
440000,2160,7826,1390,1976,47.7754
1.16E+06,4190,15724,4190,1994,47.5518
500000,2280,7200,2280,1956,47.7132
961000,2590,6120,2590,1909,47.6667
825000,2770,9340,2770,1979,47.5628
734000,2145,3840,2145,1910,47.6875
490000,4480,5715,3680,2003,47.373
175000,1780,6000,1780,1991,47.3828
190000,720,4800,720,1914,47.5303
305000,2050,12581,2050,1978,47.3215
1.30E+06,2040,7936,1680,1940,47.7028
417000,920,6600,920,1919,47.5452
275000,680,4190,680,1906,47.6901
661000,1940,8196,1940,1991,47.6786
435000,2230,9640,1320,1998,47.7269
788000,2910,9454,1910,1972,47.5871
1.80E+06,5270,17232,4010,1977,47.5536
408000,2820,6589,2320,1906,47.5357
570000,1790,3760,1490,1912,47.5926
1.54E+06,2920,6960,2120,1953,47.6712
400000,840,5510,840,1955,47.5247
247000,1820,8740,1820,1987,47.3074
453000,1550,7200,1100,1949,47.7071
235000,1270,3008,650,1923,47.5351
675000,2460,5750,1620,1919,47.5601
516200,2110,5150,1080,1919,47.5521
650000,920,91476,920,1996,47.448
257100,1500,10227,1000,1945,47.2043
457000,1440,9985,1440,2006,47.7217
540000,1610,3478,1060,1929,47.6774
268000,1970,10270,1970,1966,47.3619
300000,1150,7314,1150,1960,47.6246
380000,2110,114127,1590,1975,47.4137
725000,3580,54450,3580,1990,47.4026
249000,1000,19204,1000,1968,47.3167
274000,1680,9383,1400,1929,47.7523
1.78E+06,3950,10912,3950,2003,47.5877
396500,2390,7149,1350,1955,47.7244
460000,1820,7800,1240,1956,47.7513
277000,1100,8536,1100,1957,47.5162
449500,2280,5275,1270,1998,47.5556
785950,2530,4560,1540,1925,47.6287
545000,1940,9775,1440,1975,47.7142
244000,1360,9688,1360,1983,47.2574
165000,1660,2415,1660,1983,47.3763
435000,800,5000,800,1906,47.6751
642000,2670,10082,2670,1987,47.6359
340000,1720,4120,1720,1999,47.4319
730000,3550,35689,3550,1991,47.7503
563250,1370,2800,800,1982,47.6157
675000,2820,67518,2820,1979,47.5794
620000,1620,6630,1280,1954,47.6948
275000,1290,9041,950,1956,47.5346
270000,1830,8209,1830,1942,47.7439
325000,2040,5472,2040,2003,47.3337
476100,1850,1836,1600,2005,47.5529
700000,1300,12000,1300,1959,47.6366
220000,1620,5200,1620,1978,47.3629
236000,1560,10919,1560,1975,47.2917
790000,2600,4750,1700,1951,47.6833
350000,2010,6000,1210,1967,47.5515
130000,780,5300,780,1941,47.513
283200,1982,6406,1982,2004,47.3636
273000,1500,6250,890,1945,47.5365
599000,2460,8710,1330,1976,47.6651
460000,2680,11998,1510,1960,47.337
1.16E+06,5860,52889,4910,1996,47.7245
385000,1720,8750,860,1971,47.726
264250,1420,7420,1420,1944,47.4949
608000,1760,1472,1640,2006,47.6473
450000,2790,48994,2790,1984,47.3487
1.76E+06,2360,4800,2360,1909,47.6317
339950,1890,6050,1890,1944,47.5018
760000,3810,6150,3810,1977,47.694
350000,1160,5395,860,1940,47.7007
541500,2320,55847,2320,1960,47.3121
730000,3280,16449,1910,1963,47.5914
215000,980,5600,980,1949,47.5308
420000,1640,9972,1640,1977,47.5812
655000,2060,8470,1440,1983,47.5605
240000,1500,10652,1500,1981,47.4015
730000,2360,6000,1260,1939,47.6534
390000,1940,12100,1940,1962,47.6892
473000,1280,10000,1280,1954,47.5716
698000,3630,5670,3630,1970,47.5189
511000,1820,4883,1820,2005,47.7355
358000,960,1808,960,1993,47.6183
499990,1630,8400,1060,1955,47.5983
322000,1940,10200,1360,1960,47.4253
201000,980,9682,980,1969,47.4136
765000,3140,16200,2570,1988,47.4363
920000,2880,5750,1710,1928,47.5874
360000,1650,7552,860,1977,47.7765
297300,1980,9220,1980,1987,47.2602
399000,860,9403,860,1942,47.6815
400000,1430,10005,1430,1950,47.7181
230000,1260,10164,1260,1964,47.4752
290000,960,4560,960,1968,47.5539
323800,2060,7658,2060,2003,47.2923
574500,1430,6380,1430,1930,47.7014
505000,1670,1596,1220,2002,47.6474
372500,880,10950,880,1944,47.7332
425000,1300,19163,1300,1964,47.6686
446250,2380,214315,2380,2000,47.4525
330000,520,6862,520,1924,47.326
608095,2680,17707,2680,1983,47.7031
550000,2140,10136,1320,1958,47.5602
265000,1820,16103,1820,2004,47.3553
399888,1820,8255,1320,1930,47.723
430000,1050,2570,850,1927,47.6764
554990,2100,6092,2100,2013,47.7508
359950,2210,6280,2210,2003,47.35
405000,860,2599,860,1901,47.675
280000,870,4025,870,1981,47.7243
479950,2570,11070,2570,1966,47.4507
575000,2980,53578,2230,1976,47.4908
392000,2360,7733,2360,1983,47.4403
760500,2310,36136,2310,1977,47.7506
435000,2300,9521,2300,2003,47.7447
1.57E+06,2810,8570,2810,1993,47.6159
261000,2040,10488,1190,1961,47.4557
1.48E+06,3290,5000,2730,1939,47.6582
853800,2960,2665,1950,1927,47.5835
657500,2670,10496,2670,1989,47.6272
331950,2530,9933,2010,1990,47.2654
514000,1720,5899,1220,1986,47.5399
496000,3090,27598,2020,1995,47.3541
1.09E+06,3930,21894,3930,1987,47.7209
195700,1120,5200,1120,1976,47.3638
1.40E+06,3960,8640,2630,1925,47.6317
1.18E+06,4060,20822,4060,1991,47.7213
643403,2350,9648,2350,1966,47.6156
357000,2380,7066,2380,1997,47.3982
865000,1480,8163,1040,1953,47.638
905000,2930,9280,2930,1988,47.6335
265000,1290,7100,1290,1954,47.4227
535000,2730,7246,2730,1998,47.512
450000,1290,5440,790,1929,47.6951
460500,2170,7533,2170,1991,47.5057
315000,1850,8580,1140,1960,47.4877
607500,2110,13939,1270,1978,47.6431
432000,960,3235,960,1916,47.661
1.70E+06,3910,5350,2610,1933,47.6393
479000,2590,6139,2590,2001,47.3883
475000,3080,6600,3080,2002,47.4501
415000,1630,8146,1630,1952,47.7293
450000,910,5000,910,1914,47.683
1.14E+06,2780,33503,2110,1969,47.5844
430000,3880,8432,3880,2004,47.4806
296000,1360,10742,960,1971,47.4351
303000,2560,8927,1790,1976,47.34
641000,2600,6015,2600,2004,47.5971
280000,1220,5739,790,1984,47.6952
260750,1560,9635,1260,1966,47.341
601000,2080,5191,2080,2001,47.5978
255000,1490,6604,1490,1918,47.4683
555000,2020,10720,1420,1976,47.6373
865000,1530,10827,1530,1955,47.6354
1.39E+06,3450,17400,2180,1964,47.5969
315000,1400,31626,1140,1987,47.3029
200000,1730,9610,1380,1962,47.2956
357000,1370,6450,1370,1948,47.7195
390000,1050,934,960,2007,47.6029
462000,2840,10220,2210,1954,47.764
174500,1010,5200,1010,1955,47.4166
305000,1210,7140,1210,1921,47.7225
449000,1720,14040,1150,1956,47.7365
260000,2710,5000,2710,1951,47.5188
751000,3110,6142,3110,2004,47.701
370037,1250,9270,1250,1948,47.7284
229950,1900,8910,1900,1988,47.2769
349000,1740,7682,1330,1978,47.4451
348000,2070,3808,2070,2003,47.4498
1.22E+06,3030,5600,2220,1905,47.5978
510000,3610,18948,3610,1993,47.2911
265000,1520,6805,1040,1981,47.2907
1.25E+06,2780,4815,2780,1974,47.6569
937500,5545,871200,3605,2003,47.676
485000,2590,8384,1590,1971,47.7739
489000,1150,5217,1150,1951,47.6806
400000,920,5120,920,1952,47.5569
638000,2110,3600,2110,2005,47.665
440000,1170,8740,1170,1968,47.6849
305000,1900,8240,1200,1964,47.7037
649950,1900,8240,1200,1964,47.7037
680000,3290,6012,3290,2005,47.5961
629000,2660,22050,2660,1996,47.4911
555000,2160,7584,2160,1988,47.5751
669000,2700,35362,2700,1976,47.7628
272000,1980,6608,1980,1994,47.2642
270000,2600,9900,1600,1965,47.4881
215000,1280,9775,1280,1964,47.3262
690000,1710,17707,1180,1947,47.5393
256000,1270,6825,1270,1950,47.5051
255000,1890,7314,1100,1981,47.4121
550000,3440,8100,3440,1970,47.6981
410000,1190,5280,1190,1957,47.5131
410000,1030,4366,1030,1912,47.5311
259000,1240,4000,1240,1986,47.4728
292000,1730,21183,1030,1955,47.5024
1.65E+06,4610,12500,4610,2003,47.6508
518000,1590,5000,1190,1929,47.5752
485000,1760,3097,1760,1992,47.5764
259500,1330,35060,1330,1989,47.3128
354000,2340,5420,2340,2003,47.3773
999950,3740,22464,2330,1966,47.6354
464500,1150,10466,1150,1959,47.5531
300000,1750,4200,1750,2005,47.3605
1.08E+06,3890,7216,3260,1967,47.5445
309950,1770,6666,1770,1989,47.2877
315000,1160,3700,1160,1909,47.5651
499950,1440,5580,1440,1908,47.6898
780000,2600,4800,1400,1953,47.637
885000,2640,16090,1960,1976,47.5374
500000,1010,3885,1010,1906,47.6224
329000,1840,6755,1840,1989,47.3512
246000,1720,7455,1020,1963,47.4669
405000,1280,9600,1280,1960,47.6922
349000,1700,7800,1120,1981,47.4801
374950,1980,12062,1980,1992,47.4038
306000,1160,7217,1160,1969,47.7279
416000,1980,7840,990,1961,47.6226
560000,1960,12476,1960,1989,47.5315
260000,1270,20700,1150,1948,47.7576
306500,2060,38377,1560,1978,47.2752
299950,1980,11274,1480,1968,47.4474
265500,1450,8977,1450,1990,47.2576
219000,1200,12000,1200,1986,47.268
365000,1830,17349,1230,1977,47.7427
499000,2090,42689,2090,1959,47.3497
366000,1510,8301,1510,1967,47.7243
514950,1310,1264,1310,2014,47.6987
875000,3790,10669,3790,1999,47.5976
831000,2240,8800,2240,1957,47.5937
689900,2740,7266,2060,2003,47.5346
315000,1660,10763,1660,1994,47.3812
355000,2460,8049,2460,1990,47.4095
336500,1480,7284,970,1963,47.7757
1.10E+06,2640,4050,1750,1926,47.6332
375000,1900,8057,1170,1959,47.762
289275,2860,24046,1700,1985,47.7718
455000,3440,6000,3440,2002,47.4077
505000,1640,10695,1640,1975,47.7145
450000,1450,3350,1450,1919,47.5607
567500,2300,7398,2300,2001,47.5369
265000,1460,8505,1460,1955,47.4402
340000,1570,14992,1570,2001,47.6965
375000,1540,8885,1540,1939,47.7403
920000,3300,4218,2200,1970,47.6557
850000,2130,11843,2130,1972,47.5358
202000,1010,9750,1010,1969,47.3244
725000,2420,12000,2420,1984,47.7267
900000,3870,33980,3150,1991,47.5589
680200,1960,6000,1210,1951,47.6849
216500,1170,9000,1170,1918,47.2109
325000,1890,7650,1890,1966,47.3454
675000,2250,4134,2250,2004,47.6651
435000,750,16321,750,1936,47.6985
263500,1610,14000,1050,1977,47.3429
550000,2590,36256,2590,1978,47.769
875000,2520,3750,2520,1995,47.5671
246600,1340,8400,1340,1966,47.3313
337000,1460,941,1460,2006,47.7145
240000,1380,7500,1380,1988,47.3628
490000,1510,11120,1510,1984,47.5931
510000,2510,83231,1260,1975,47.4576
305000,910,8008,910,1971,47.726
350000,1970,3655,1970,2003,47.7453
284200,1540,6632,1070,1959,47.4973
357000,1980,9757,1980,1995,47.3675
854000,3150,38865,2480,1986,47.7302
1.18E+06,4700,49658,4700,1999,47.5878
1.00E+06,2300,15952,1150,1963,47.6322
616500,1880,3000,1760,1909,47.6864
750000,2640,3750,1840,1911,47.6783
650000,3900,9100,2870,1979,47.6612
275000,2670,10050,1420,1962,47.3792
540000,1840,4280,920,1918,47.6681
225000,1120,10665,1120,1961,47.2886
845000,2970,9072,2970,1991,47.562
490000,1410,7740,1410,1923,47.523
753000,3060,8167,3060,2005,47.5521
475000,2490,7210,1290,1972,47.726
124000,840,7203,840,1949,47.4756
224000,840,7203,840,1949,47.4756
485000,1130,3800,1130,1916,47.6862
230000,1850,6000,1270,1944,47.4923
372000,2330,14175,1800,1980,47.4193
306000,1880,9426,1880,1990,47.3584
905000,2980,3000,2340,2008,47.6768
440000,1440,6678,1040,1950,47.571
280000,1630,10001,1100,1977,47.3605
435000,1778,147823,1778,1999,47.6811
425000,1930,4500,1930,1990,47.5791
204950,1130,11429,1130,1956,47.4526
670000,1650,7500,1000,1959,47.6871
475000,820,2723,820,1921,47.6623
352000,2900,6650,1450,1964,47.4935
575000,2330,8800,1260,1961,47.6148
1.73E+06,4440,20668,3240,1965,47.5472
491000,1660,5070,1660,1950,47.5552
750000,3020,7465,3020,2004,47.5982
830000,1850,50662,1430,1978,47.6535
1.14E+06,5960,20197,3900,2005,47.5398
137124,960,27442,960,1970,47.4676
225000,1150,6000,1150,1907,47.562
732600,2130,7300,1230,1963,47.605
818000,2460,8001,2460,1984,47.548
431000,2360,14950,2360,1978,47.3856
304000,1320,1034,1320,1996,47.7039
650000,1910,4667,1010,1908,47.6236
450000,1610,6160,1610,1977,47.6644
269000,1610,8401,1610,1958,47.5104
875000,1160,10732,1160,1953,47.6391
890000,2870,8393,1480,1977,47.5787
565000,2280,9725,2280,1986,47.7568
448175,1370,1339,1150,2006,47.6021
235000,1470,4800,1470,1996,47.5265
680000,2970,6500,2970,2000,47.5973
629000,1460,12367,1120,1970,47.3311
494000,1570,1486,1330,2000,47.652
1.10E+06,2880,5500,1920,1926,47.6448
450000,1900,9460,1190,1969,47.7096
330000,2020,11050,1320,1969,47.4706
960000,3110,11397,3110,1984,47.5623
360000,2390,7056,2390,1990,47.3385
378000,2150,11672,2150,2004,47.3515
499950,1340,6250,1090,1941,47.5427
450000,1990,12866,1990,1986,47.7477
523500,1600,5969,800,1950,47.5691
600000,2680,43995,2680,1986,47.7655
290000,2080,4828,2080,2002,47.3737
176000,1340,5434,1340,1986,47.3779
885000,2590,3750,1790,1904,47.635
483000,1240,3000,1240,1906,47.6689
240000,1310,7125,1310,1978,47.3739
720000,2530,5200,1530,1957,47.6985
311000,1780,5822,1780,2001,47.4455
332500,1600,7995,1600,1950,47.5177
164950,1570,15330,1080,1956,47.4608
371000,1570,15330,1080,1956,47.4608
264500,1650,16200,1650,1976,47.3926
1.74E+06,2920,6513,2260,1937,47.638
503000,870,4280,870,1921,47.6697
738000,2830,5010,2170,2000,47.6952
393000,980,3350,980,1925,47.6858
280000,990,45528,990,1992,47.5013
260000,2360,9647,1530,1964,47.3367
505000,1000,4640,1000,1915,47.5659
241000,1660,8000,1120,1976,47.353
530000,1520,9605,1520,1975,47.667
713000,1180,4000,840,1910,47.5561
487000,1770,10125,1770,1944,47.7289
128000,980,5393,980,1969,47.3674
210500,1840,10178,1040,1960,47.3979
420000,1810,7210,1210,1968,47.5067
679000,1780,4320,1780,1930,47.6809
784950,2840,4227,2840,2014,47.7097
352000,2650,6366,2650,1998,47.3325
386000,1270,1318,1080,2004,47.6526
335000,1260,17000,1260,1994,47.5114
472500,1750,15500,1490,1982,47.5887
599950,2680,13292,1340,1976,47.7422
963990,3830,6765,3830,2014,47.685
735000,1610,3600,1610,1925,47.5969
858450,3840,9751,3840,1998,47.6347
665000,2670,4000,1800,1914,47.6711
290000,2000,7414,2000,1993,47.3508
250000,860,4320,860,1925,47.5263
192500,1420,7205,1420,1986,47.3555
350000,2060,13400,2060,1957,47.4404
518000,2790,9910,2790,2003,47.4891
563000,1410,3376,1410,1911,47.6606
375000,2420,9566,2420,2003,47.4693
400000,1460,1319,1460,2002,47.698
240000,2460,16000,1230,1957,47.3305
317500,1000,5120,1000,1902,47.6088
1.32E+06,4420,36342,2740,1982,47.6468
234000,1240,239144,1240,1921,47.4303
645000,1740,13750,1740,1975,47.6264
649000,1280,4840,1200,1908,47.6762
605000,2520,3980,2520,2004,47.5399
337900,1500,1471,1500,1999,47.7034
535000,2490,3600,2290,1906,47.6098
325000,1530,5684,1130,1957,47.5507
429950,1740,10875,1740,1967,47.5132
775000,3550,32807,3550,1989,47.7292
650000,1280,6000,1280,1965,47.6339
1.20E+06,2320,13114,2320,1967,47.5762
275000,1140,10404,1140,1935,47.7497
575000,3930,16970,3930,1997,47.7412
540000,2370,16455,1640,1959,47.7634
640000,2340,4206,1170,1917,47.5759
275000,1240,9125,1240,1967,47.4469
672800,2740,10533,2740,1997,47.6095
495000,1940,9144,1430,1956,47.5942
820000,2950,35108,2950,1995,47.7316
475000,1980,11443,1980,1952,47.7707
1.28E+06,2850,7861,1450,1970,47.6995
380000,1160,9375,1160,1967,47.7419
397500,2130,8225,2130,1987,47.4396
352000,2420,8560,1620,1978,47.532
893880,2820,8600,1430,1967,47.565
635000,3710,34200,2510,1986,47.6101
420000,1770,8165,1770,1977,47.7166
503000,1260,2500,750,1987,47.6748
689000,2330,10143,1220,1953,47.4899
749500,2490,3840,1610,1922,47.6551
1.15E+06,4090,49542,3100,1984,47.6408
563500,2800,12831,2800,2001,47.7392
480000,2440,9664,1890,1981,47.7649
374950,2540,8800,1620,1977,47.3204
308950,1600,6250,1600,1995,47.3675
445000,2680,16934,1340,1958,47.542
237200,1220,9000,1220,1968,47.3642
453500,1550,7270,1550,1953,47.72
616500,2080,4549,1040,1954,47.6886
1.25E+06,5000,32909,5000,2000,47.6012
396000,630,5150,630,1954,47.6923
210000,1070,8179,1070,1949,47.5015
539000,1900,5175,1200,1919,47.5689
605000,2960,18600,2960,1979,47.4358
437500,1490,4800,1490,1948,47.6933
215000,1500,15000,1500,1952,47.3926
440000,2410,4780,2410,2000,47.5326
525000,2000,22500,1680,1939,47.711
319900,1140,20383,840,1985,47.4755
335000,1120,9075,1120,1977,47.7551
485000,2900,35273,2900,1986,47.4013
359999,3220,7700,3220,1976,47.3188
799000,2500,19783,2500,1959,47.5938
280000,1610,10454,1610,1977,47.4517
1.05E+06,2250,3433,1500,1927,47.6382
290000,1240,4800,1240,1910,47.4778
235000,1660,2748,1660,1995,47.4333
495000,2080,3000,1040,1925,47.6853
290000,1880,7488,1880,1980,47.3631
230000,1050,9516,1050,1969,47.4151
234000,1480,8475,1480,1968,47.3126
597400,2420,4500,2420,2001,47.6874
370000,2190,17600,1110,1966,47.4712
755000,2660,10452,2660,1993,47.6972
342000,2430,5715,2430,1999,47.3718
497000,770,3325,770,1918,47.6102
835000,3060,30166,3060,1959,47.5656
730000,2920,4500,2920,1999,47.5646
655000,1370,5250,1070,1939,47.6421
205000,1870,3118,1870,1993,47.3739
632750,1800,4800,1800,1918,47.6388
330000,2100,7715,1250,2013,47.4866
527500,2530,8250,2530,1961,47.6117
716500,3290,6465,3290,2002,47.5981
388500,1890,5395,1890,2006,47.5415
530000,1680,7770,1680,1967,47.6028
419000,2170,4517,2170,2002,47.4819
385000,1200,7360,1200,1978,47.6979
655000,2990,5669,2990,2003,47.6119
1.70E+06,3770,10900,3070,1924,47.5849
279000,1020,47044,1020,1904,47.4206
262000,1700,9579,1100,1962,47.3209
533000,1550,4750,1550,1919,47.6824
640000,1680,8100,1680,1950,47.7212
285000,1680,35127,1680,1987,47.3025
458400,1910,10300,1910,1921,47.7581
620000,3160,10587,2190,1960,47.7238
465000,2020,11358,1190,1956,47.6641
690000,3210,7054,3210,1985,47.7268
462500,2350,51400,1390,1977,47.7417
369950,1910,10221,1910,1994,47.381
124500,840,6480,840,1954,47.264
950000,2620,10920,2620,1965,47.6117
418000,1220,10580,1220,1965,47.6205
160000,1060,8000,1060,1927,47.305
457000,2200,10800,1500,1964,47.7711
530000,2120,7680,1130,1948,47.5304
385000,1250,7300,1250,1956,47.6032
491000,1440,7800,1440,1958,47.5996
521000,1890,8034,1890,1967,47.6338
255000,1140,8528,1140,1967,47.2098
292050,2840,7199,1710,2003,47.5065
326000,1880,7200,1880,1966,47.5029
300000,750,5120,750,1941,47.5312
291600,1630,7480,1330,1979,47.4514
435000,1720,12551,1720,1967,47.5241
465000,1600,1311,1600,2005,47.6903
200000,1230,7420,1230,1913,47.3184
238000,1610,6132,1090,1959,47.5017
455000,1320,7000,1320,1956,47.6007
230000,2180,7220,2180,1980,47.3046
808000,2190,4104,1410,1928,47.6419
578500,1490,5700,1490,1916,47.6549
390000,1463,868,1463,2003,47.6843
517500,1800,3933,1800,1989,47.5746
755000,2880,4000,2100,1912,47.5843
579500,1250,4120,980,1925,47.685
649950,1670,1350,1350,2014,47.5764
228000,2000,6120,1100,1965,47.5035
665000,2280,3680,1470,1926,47.6754
689000,2110,6069,2110,1999,47.6374
560000,2520,11240,1440,1977,47.6748
529000,1590,6420,1590,1944,47.5355
375000,2100,14858,2100,1970,47.4721
325000,2090,9240,2090,1949,47.4854
583000,3390,10519,3390,1990,47.332
330000,790,9784,790,1932,47.7634
262000,1970,8727,1970,1995,47.3263
555000,2870,6776,2870,2004,47.539
585000,1110,6000,1010,1951,47.5632
425590,1940,3088,1770,2008,47.5185
235000,720,4840,720,1947,47.5534
362362,710,4000,710,1909,47.5535
252000,1370,7500,1370,1997,47.3634
439000,2690,9551,2690,1992,47.4343
465000,3360,10810,3360,1988,47.3316
249900,1500,7854,1500,1983,47.3127
665000,2600,5000,1300,1926,47.5806
370000,1160,8774,1160,1972,47.7159
620000,1430,3000,1300,1929,47.6415
375000,1870,7671,1720,1937,47.7162
552625,2560,9390,1280,1957,47.7169
315500,1160,10500,1160,1966,47.7267
620000,1680,8187,1680,1983,47.5603
510000,2010,9075,1310,1959,47.553
652500,2540,38677,2540,1987,47.6694
574000,3240,22795,3240,1998,47.6329
430000,2670,12806,2670,2010,47.3686
390000,1080,7236,1080,1947,47.7143
466500,1430,3840,950,1945,47.6847
315000,1290,2436,1290,1984,47.6803
220000,1240,9600,1240,1971,47.3206
325000,1840,17286,1440,1978,47.371
365000,1120,8443,1120,1953,47.7715
356000,2100,12384,2100,1980,47.4687
380000,2030,12518,1610,1950,47.7278
579000,2030,8764,2030,1983,47.7214
682000,890,5000,890,1943,47.6666
499000,1750,12325,1470,1968,47.6832
333760,1300,5880,1300,1968,47.6937
745000,2650,18903,2650,1994,47.5761
380000,1750,10870,1750,1968,47.4989
435000,1440,1350,1440,2005,47.6525
520000,1700,3264,1060,1919,47.6767
965000,3920,41206,3920,1988,47.7325
270000,1470,16728,1350,1959,47.4968
1.10E+06,2520,4643,2120,1916,47.6348
577500,2140,13286,1220,1964,47.5722
650000,1550,5000,1250,1911,47.6722
1.23E+06,3180,10319,3180,1986,47.5372
1.90E+06,6510,16471,3250,1980,47.5758
475000,1440,3720,1440,1983,47.6902
200000,1150,10132,1150,1970,47.3172
397000,2320,11717,2320,1997,47.484
383610,1230,8450,1230,1989,47.7548
275000,2060,5742,2060,1999,47.3612
840000,2783,11177,2783,1910,47.538
365000,2140,7350,2140,1985,47.4483
362000,1420,955,1160,2004,47.5477
350000,2090,6258,1390,1956,47.5503
200000,1320,13052,1320,1980,47.712
299000,2300,8100,1360,1979,47.2979
555000,3050,82764,1650,1966,47.5266
1.33E+06,2960,8330,2260,1953,47.7035
896000,2520,16100,1570,1960,47.528
550000,1740,7290,1280,1950,47.6461
324500,1300,6617,1300,1986,47.7238
312500,1170,7350,1170,1960,47.625
485000,1946,17786,1946,1990,47.359
511000,1250,5413,1250,1923,47.6945
139500,1230,1561,1230,1983,47.3768
464000,2180,7203,2180,1989,47.5119
255000,1740,8800,1140,1978,47.2968
679975,3830,4644,2900,2004,47.5384
624800,2250,14274,1500,1964,47.5762
920000,2590,223027,2590,1983,47.6145
1.37E+06,2090,6000,2090,1928,47.6567
510000,2400,10275,1540,1964,47.6888
289659,2260,7200,2260,1984,47.4121
585000,2910,6250,2910,1999,47.538
555000,3640,6930,3640,2004,47.3521
940000,3770,24897,2550,1964,47.5824
460000,1600,7350,1600,1979,47.6977
319000,2110,7434,2110,1978,47.3935
280000,1720,1916,1720,2005,47.4895
250000,1100,7470,1100,1917,47.5242
749950,2620,8312,2620,1990,47.6272
458000,3090,23265,2990,1957,47.7709
465000,1890,4808,1890,2000,47.5348
580000,1850,2797,1150,1977,47.6871
700000,3100,36562,3100,1994,47.7646
350000,2506,7206,2506,2007,47.3236
456000,1700,7689,1080,1977,47.6955
290000,1550,18958,1550,1983,47.3699
475000,2200,16288,1290,1980,47.4793
285000,1890,3629,1890,2005,47.3613
309000,1140,6400,1140,1962,47.4902
860000,3740,32417,3740,2000,47.6728
219000,1940,6500,1440,1979,47.3565
546500,2130,7199,2130,1990,47.6331
338000,1470,5566,770,1919,47.5348
505000,1070,8130,1070,1942,47.697
340000,1680,15084,840,1979,47.6895
678000,2730,10675,2730,1990,47.6289
800000,1890,10292,1890,1969,47.535
112000,1080,3230,1080,1963,47.3075
252000,1440,16819,1440,1925,47.3318
335000,2540,7210,1600,1979,47.4601
610000,2300,13418,1430,1955,47.6075
245000,1690,6790,1360,1979,47.2981
493500,1800,16026,1390,1972,47.5815
596500,1770,8505,1770,1986,47.6904
245000,1190,4072,1190,1907,47.5276
333500,1320,7200,1320,1977,47.7341
373000,1290,8974,1290,1976,47.74
759900,3000,5639,3000,2008,47.7066
317000,1358,1204,1358,2007,47.7054
670000,1220,4080,1220,1914,47.5746
985000,2720,26761,2720,1990,47.4499
310000,1060,6954,1060,1983,47.5497
750000,3020,13122,2540,1997,47.6989
408000,1640,3440,1640,1987,47.6829
900000,3870,8225,3870,1998,47.6078
460000,2860,15054,1460,1957,47.7655
339000,1740,6000,1740,1952,47.5026
660000,1140,6000,1140,1909,47.637
449950,3290,10783,3290,1990,47.3904
235000,1210,6000,1210,1930,47.4984
769000,3320,13138,1900,1964,47.759
428000,1350,3900,1350,2003,47.7094
445000,1990,7340,1990,1984,47.7579
462000,2060,6958,1220,1974,47.7251
775000,1460,6198,1460,1916,47.6626
605000,2250,10108,2250,1967,47.5922
193500,950,15996,950,1946,47.4987
389950,3140,8060,3140,1991,47.3091
790000,3560,6098,3560,2006,47.5828
442000,1410,5000,940,1918,47.5531
890000,2770,13500,2770,1974,47.543
235000,1864,6978,1864,1958,47.285
495000,1930,6720,1130,1959,47.6935
600000,3870,50965,3870,2007,47.3109
1.40E+06,2020,5500,1790,1937,47.6388
251000,1300,8400,1300,1967,47.368
471000,3410,57063,2410,1978,47.505
597000,2370,41338,2370,1995,47.7379
804000,2770,9305,2770,1985,47.5628
357000,1250,17493,1250,1972,47.7613
419990,1690,1689,1150,2014,47.5528
725000,3040,35201,3040,1987,47.4872
275000,2710,5733,2710,2003,47.3357
445000,1190,13630,1190,1984,47.4813
510000,2300,27566,2300,1995,47.7369
330000,1360,13372,1360,1955,47.7622
270000,1500,5605,750,1942,47.5456
495000,1610,4770,1230,1941,47.5333
225000,1420,10300,1420,1950,47.3121
716528,1750,5400,1050,1952,47.6799
260000,1510,6095,1510,1991,47.3498
471000,2330,9928,2330,1998,47.4836
690000,2690,4800,1930,1919,47.5592
548000,1700,7200,1700,1937,47.7614
505000,1020,5410,880,1928,47.6924
325000,1160,11799,1160,1966,47.7263
682000,2450,34092,2450,1980,47.5751
605000,2010,10760,2010,1985,47.7276
276200,1370,4495,1370,1975,47.3794
530000,1370,4040,1370,1906,47.6867
245000,1990,9600,1440,1988,47.3499
654950,2790,45902,2790,1987,47.7674
221900,780,6727,780,1939,47.4733
466000,2240,4508,1340,1926,47.5096
383150,2210,6387,2210,2003,47.265
657100,1390,4240,1050,1924,47.6596
539000,1800,43995,1800,1988,47.7585
400000,3320,15600,1660,1977,47.2983
215000,1960,11600,980,1931,47.2898
489000,850,2850,850,1927,47.6875
649000,2980,12764,2980,1994,47.5857
700000,1980,10800,1320,1953,47.5899
268500,790,8424,790,1953,47.7511
515000,1800,5001,1800,1996,47.7126
685000,2260,10800,2260,1978,47.6124
305000,800,2142,800,2006,47.5917
950000,2490,4600,2090,1926,47.6557
292500,1610,4568,1610,2006,47.3351
270000,1850,7730,1100,1956,47.7481
450000,1850,7730,1100,1956,47.7481
535000,1920,6480,1920,1920,47.6897
550000,1740,3082,1740,2000,47.5489
457500,1430,2003,980,1996,47.5908
136500,1420,8580,1420,1962,47.3076
224097,1420,8580,1420,1962,47.3076
